,r_fighter,b_fighter,r_odds,b_odds,r_ev,b_ev,date,winner,title_bout,weight_class,gender,no_of_rounds,b_current_lose_streak,b_current_win_streak,b_draw,b_avg_sig_str_landed,b_avg_sig_str_pct,b_avg_sub_att,b_avg_td_landed,b_avg_td_pct,b_longest_win_streak,b_losses,b_total_rounds_fought,b_total_title_bouts,b_win_by_decision_majority,b_win_by_decision_split,b_win_by_decision_unanimous,b_win_by_ko_tko,b_win_by_submission,b_win_by_tko_doctor_stoppage,b_wins,b_stance,b_height_cms,b_reach_cms,b_weight_lbs,r_current_lose_streak,r_current_win_streak,r_draw,r_avg_sig_str_landed,r_avg_sig_str_pct,r_avg_sub_att,r_avg_td_landed,r_avg_td_pct,r_longest_win_streak,r_losses,r_total_rounds_fought,r_total_title_bouts,r_win_by_decision_majority,r_win_by_decision_split,r_win_by_decision_unanimous,r_win_by_ko_tko,r_win_by_submission,r_win_by_tko_doctor_stoppage,r_wins,r_stance,r_height_cms,r_reach_cms,r_weight_lbs,r_age,b_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,b_match_weightclass_rank,r_match_weightclass_rank,r_womens_flyweight_rank,r_womens_featherweight_rank,r_womens_strawweight_rank,r_womens_bantamweight_rank,r_heavyweight_rank,r_light_heavyweight_rank,r_middleweight_rank,r_welterweight_rank,r_lightweight_rank,r_featherweight_rank,r_bantamweight_rank,r_flyweight_rank,r_pound_for_pound_rank,b_womens_flyweight_rank,b_womens_featherweight_rank,b_womens_strawweight_rank,b_womens_bantamweight_rank,b_heavyweight_rank,b_light_heavyweight_rank,b_middleweight_rank,b_welterweight_rank,b_lightweight_rank,b_featherweight_rank,b_bantamweight_rank,b_flyweight_rank,b_pound_for_pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,city,region,country
3386,Shawn Jordan,Jack May,-200,185,50.0,185.0,2014-08-16,Red,False,Heavyweight,MALE,3,1,0,0,5.0,0.83,0.0,1.0,0.33,0,1,1,0,0,0,0,0,0,0,0,Switch,203.2,200.66,255,2,0,0,24.66666667,0.46,0.0,0.333333333,0.166666667,2,3,10,0,0,0,0,3,0,0,3,Southpaw,182.88,190.5,260,29,33,1,0,-2,-3,2,-9,0,-3,0,20.32,10.16,-4,-19.66666667,0.0,0.666666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,2:03,723,525,1065,800,1275,-130,250,Bangor,Maine,USA
3385,Seth Baczynski,Alan Jouban,-155,145,64.51612903,145.0,2014-08-16,Blue,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,170,1,0,0,31.66666667,0.331111111,0.555555556,0.555555556,0.074444444,4,4,21,0,0,1,1,1,2,0,5,Orthodox,190.5,187.96,170,32,32,1,0,-4,-5,4,-21,0,-1,-2,-7.62,-2.54,0,-31.66666667,-0.555555556,-0.555555556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,4:23,263,155,279,540,1485,565,425,Bangor,Maine,USA
3382,Ryan Bader,Ovince Saint Preux,-185,170,54.05405405,170.0,2014-08-16,Red,False,Light Heavyweight,MALE,5,0,4,0,17.0,0.625,0.5,0.75,0.375,4,0,7,0,1,0,0,2,1,0,4,Southpaw,190.5,203.2,205,0,2,0,26.85714286,0.41,0.285714286,2.142857143,0.283571429,5,4,30,1,0,0,6,3,1,0,10,Orthodox,187.96,187.96,205,31,31,0,2,-1,-6,4,-23,-1,-1,0,2.54,15.24,0,-9.85714286,0.214285714,-1.392857143,0,10,8,,,,,,8,,,,,,,,,,,,,10,,,,,,,,Red,U-DEC,,5,5:00,1500,220,700,700,1100,250,240,Bangor,Maine,USA
3384,Tim Boetsch,Brad Tavares,285,-315,285.0,31.74603175,2014-08-16,Red,False,Middleweight,MALE,3,1,0,0,43.0,0.426666667,0.0,1.444444444,0.226666667,5,2,25,0,0,1,5,1,0,0,7,Orthodox,185.42,187.96,185,1,0,0,29.85714286,0.511428571,0.785714286,1.285714286,0.195714286,4,6,34,0,0,2,3,3,0,0,8,Orthodox,182.88,187.96,185,33,26,0,0,1,-1,4,-9,0,-2,0,2.54,0.0,7,13.14285714,-0.785714286,0.158730158,0,,14,,,,,,,14,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2,3:18,498,300,-124,1850,1480,950,365,Bangor,Maine,USA
3383,Gray Maynard,Ross Pearson,150,-160,150.0,62.5,2014-08-16,Blue,False,Lightweight,MALE,3,2,0,0,46.16666667,0.428333333,0.0,0.833333333,0.416666667,3,5,30,1,0,0,4,2,0,1,7,Orthodox,172.72,175.26,155,2,0,0,27.57142857,0.367857143,0.642857143,2.285714286,0.465714286,8,5,40,2,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155,35,29,0,0,-5,-2,0,-10,-1,2,0,-2.54,-2.54,6,18.5952381,-0.642857143,-1.452380953,0,,12,,,,,,,,,12,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2,1:35,395,230,230,1200,1700,675,175,Bangor,Maine,USA
3402,Steven Siler,Noad Lahat,-210,190,47.61904762,190.0,2014-07-26,Blue,False,Featherweight,MALE,3,1,0,0,11.0,0.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,145,2,0,0,33.75,0.44625,1.25,0.375,0.0925,3,3,18,0,0,0,3,1,1,0,5,Orthodox,180.34,177.8,145,27,30,1,0,-3,-5,2,-17,0,-1,-1,-5.08,-2.54,-3,-22.75,-1.25,-0.375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,156,325,688,670,360,1005,San Jose,California,USA
3401,Juliana Lima,Joanna Jedrzejczyk,285,-315,285.0,31.74603175,2014-07-26,Blue,False,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,115,32,26,0,0,0,0,0,0,0,0,0,2.54,0.0,6,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,394,-101,1300,2250,1720,245,San Jose,California,USA
3400,Andreas Stahl,Gilbert Burns,135,-145,135.0,68.96551724,2014-07-26,Blue,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,26,28,0,0,0,0,0,0,0,0,0,-2.54,-5.08,-2,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,290,456,1270,165,440,769,San Jose,California,USA
3399,Akbarh Arreola,Tiago Trator,275,-305,275.0,32.78688525,2014-07-26,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,155,31,27,0,0,0,0,0,0,0,0,0,-2.54,-2.54,4,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,380,,585,,1880,,San Jose,California,USA
3398,Hernani Perpetuo,Tim Means,167,-179,167.0,55.86592179,2014-07-26,Blue,False,Welterweight,MALE,3,3,0,0,44.0,0.452,0.2,0.6,0.15,2,3,13,0,0,0,1,1,0,0,2,Orthodox,187.96,190.5,170,1,0,0,21.0,0.22,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,29,30,-2,0,2,2,-2,10,0,1,0,5.08,2.54,-1,23.0,-0.8,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,300,220,850,1180,900,160,San Jose,California,USA
3397,Kyle Kingsbury,Patrick Cummins,205,-225,205.0,44.44444444,2014-07-26,Blue,False,Light Heavyweight,MALE,3,0,1,0,20.0,0.47,0.5,1.5,0.3,1,1,3,0,0,0,0,1,0,0,1,Orthodox,187.96,193.04,205,3,0,0,35.25,0.46375,0.0,2.25,0.2025,4,4,19,0,0,1,2,1,0,0,4,Orthodox,193.04,193.04,205,32,33,3,1,-3,-3,3,-16,0,0,0,-5.08,0.0,-1,-15.25,0.5,-0.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,569,175,1500,540,300,300,San Jose,California,USA
3396,Daron Cruickshank,Jorge Masvidal,215,-235,215.0,42.55319149,2014-07-26,Blue,False,Lightweight,MALE,3,0,1,0,45.25,0.53,0.5,2.0,0.5625,2,1,11,0,0,0,2,0,1,0,3,Orthodox,180.34,187.96,170,0,2,0,34.57142857,0.421428571,0.142857143,0.714285714,0.257142857,2,2,16,0,0,1,1,3,0,0,5,Switch,172.72,182.88,155,29,29,0,-1,0,-2,1,-5,0,-3,1,7.62,5.08,0,10.67857143,0.357142857,1.285714286,0,14,,,,,,,,,,,,,,,,,,,,,,,14,,,,,Blue,U-DEC,,3,5:00,900,380,150,2500,405,601,400,San Jose,California,USA
3395,Josh Thomson,Bobby Green,-380,340,26.31578947,340.0,2014-07-26,Blue,False,Lightweight,MALE,3,0,3,0,51.33333333,0.513333333,0.333333333,1.333333333,0.5,3,0,7,0,0,0,1,1,1,0,3,Orthodox,177.8,180.34,155,1,0,0,23.8,0.52,0.0,2.0,0.736,2,2,12,0,1,0,0,2,0,0,3,Orthodox,177.8,180.34,155,35,27,1,3,1,0,2,-5,0,-1,1,0.0,0.0,8,27.53333333,0.333333333,-0.666666667,0,13,3,,,,,,,,,3,,,,,,,,,,,,,13,,,,,Red,S-DEC,,3,5:00,900,130,492,320,1950,655,825,San Jose,California,USA
3394,Clay Guida,Dennis Bermudez,155,-175,155.0,57.14285714,2014-07-26,Blue,False,Featherweight,MALE,3,0,6,0,53.42857143,0.431428571,1.428571429,3.714285714,0.545714286,6,1,17,1,0,2,2,1,1,0,6,Orthodox,167.64,167.64,155,0,1,0,28.47368421,0.344736842,0.684210526,2.842105263,0.374736842,4,8,53,0,0,3,3,1,4,0,11,Orthodox,170.18,177.8,155,32,27,0,5,2,-5,7,-36,1,0,-3,-2.54,-10.16,5,24.95488722,0.744360903,0.872180451,0,12,7,,,,,,,,,,7,,,,,,,,,,,,,12,,,,Red,SUB,Rear Naked Choke,2,2:57,477,185,130,850,1000,1800,500,San Jose,California,USA
3393,Anthony Johnson,Rogerio Nogueira,-660,540,15.15151515,540.0,2014-07-26,Red,False,Light Heavyweight,MALE,3,0,2,0,27.83333333,0.343333333,0.166666667,0.166666667,0.166666667,2,2,14,0,0,1,1,2,0,0,4,Southpaw,187.96,190.5,205,0,1,0,21.5,0.468333333,0.416666667,1.25,0.281666667,3,4,22,0,0,0,2,6,0,0,8,Orthodox,187.96,198.12,205,30,38,0,1,-1,-4,2,-8,0,-4,0,0.0,-7.62,-8,6.33333333,-0.25,-1.083333333,0,,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,0:44,44,191,615,2625,1500,-130,1400,San Jose,California,USA
3392,Robbie Lawler,Matt Brown,-325,295,30.76923077,295.0,2014-07-26,Red,False,Welterweight,MALE,5,0,7,0,34.94117647,0.588235294,1.294117647,1.176470588,0.438823529,7,5,37,0,0,0,2,9,1,0,12,Orthodox,182.88,190.5,170,0,1,0,38.33333333,0.448333333,0.0,1.166666667,0.458333333,3,4,28,1,0,1,2,5,0,0,8,Southpaw,180.34,187.96,170,32,33,0,6,4,4,-1,9,-1,4,1,2.54,2.54,-1,-3.39215686,1.294117647,0.009803921,0,5,1,,,,,,,,1,,,,,,,,,,,,,5,,,,,,Red,U-DEC,,5,5:00,1500,500,875,1850,1500,-175,550,San Jose,California,USA
3408,Neil Seery,Phil Harris,-155,145,64.51612903,145.0,2014-07-19,Red,False,Flyweight,MALE,3,2,0,0,15.0,0.375,0.0,0.75,0.415,1,3,7,0,0,0,1,0,0,0,1,Orthodox,162.56,162.56,125,1,0,0,47.0,0.41,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,34,30,-1,0,1,1,-2,4,0,0,0,0.0,0.0,4,-32.0,0.0,0.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,253,175,,,,,Dublin,Leinster,Ireland
3411,Cody Donovan,Nikita Krylov,115,-125,115.0,80.0,2014-07-19,Blue,False,Light Heavyweight,MALE,3,1,0,0,19.0,0.53,0.666666667,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,205,2,0,0,26.66666667,0.64,0.0,0.333333333,0.333333333,1,2,4,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,205,33,22,1,0,0,0,0,1,0,0,0,0.0,7.62,11,-7.66666667,0.666666667,-0.333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:57,297,890,723,,,,,Dublin,Leinster,Ireland
3410,Tor Troeng,Trevor Smith,-155,145,64.51612903,145.0,2014-07-19,Blue,False,Middleweight,MALE,3,1,0,0,49.0,0.52,0.666666667,0.666666667,0.106666667,1,2,7,0,0,1,0,0,0,0,1,Orthodox,190.5,190.5,185,1,0,0,7.5,0.53,0.5,0.5,0.5,1,1,4,0,0,0,0,0,1,0,1,Orthodox,187.96,195.58,185,31,33,0,0,0,0,-1,3,0,0,-1,2.54,-5.08,-2,41.5,0.166666667,0.166666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,401,355,,1170,,485,Dublin,Leinster,Ireland
3409,Cathal Pendred,Mike King,-130,120,76.92307692,120.0,2014-07-19,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,170,26,30,0,0,0,0,0,0,0,0,0,5.08,0.0,-4,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,3:33,513,140,257,,,,,Dublin,Leinster,Ireland
3412,Paddy Holohan,Joshua Sampo,225,-245,225.0,40.81632653,2014-07-19,Red,False,Flyweight,MALE,3,1,0,0,23.5,0.355,2.5,1.0,0.5,1,1,5,0,0,0,0,0,1,0,1,Orthodox,162.56,162.56,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,125,26,29,-1,0,1,1,-1,5,0,0,1,-15.24,-12.7,-3,23.5,2.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,350,130,,,,,Dublin,Leinster,Ireland
3407,Ilir Latifi,Chris Dempsey,-295,265,33.89830508,265.0,2014-07-19,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185,0,1,0,9.0,0.08,1.0,1.0,0.665,1,1,4,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,205,30,26,0,-1,-1,-1,1,-4,0,0,-1,0.0,-2.54,4,-9.0,-1.0,-1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,2:07,127,200,425,,,,,Dublin,Leinster,Ireland
3404,Gunnar Nelson,Zak Cummings,-840,660,11.9047619,660.0,2014-07-19,Red,False,Welterweight,MALE,3,0,2,0,16.5,0.39,1.0,2.5,0.83,2,0,4,0,0,0,1,0,1,0,2,Southpaw,182.88,190.5,185,0,3,0,22.33333333,0.74,1.0,1.333333333,0.833333333,3,0,5,0,0,0,1,0,2,0,3,Switch,180.34,182.88,170,25,29,0,-1,-1,-1,0,-1,0,0,-1,2.54,7.62,-4,-5.83333333,0.0,1.166666667,0,,13,,,,,,,,13,,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,2,4:48,588,220,805,,,,,Dublin,Leinster,Ireland
3403,Conor McGregor,Diego Brandao,-690,560,14.49275362,560.0,2014-07-19,Red,False,Featherweight,MALE,5,1,0,0,23.66666667,0.448333333,0.333333333,2.166666667,0.508333333,3,2,12,1,0,0,2,0,2,0,4,Orthodox,170.18,172.72,145,0,2,0,37.0,0.47,0.0,2.0,0.4,2,0,4,0,0,0,1,1,0,0,2,Southpaw,175.26,187.96,155,26,27,-1,-2,1,2,-2,8,1,-1,2,-5.08,-15.24,-1,-13.33333333,0.333333333,0.166666667,0,,13,,,,,,,,,,13,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,4:05,245,400,825,1100,650,-170,1000,Dublin,Leinster,Ireland
3406,Norman Parke,Naoyuki Kotani,-460,410,21.73913043,410.0,2014-07-19,Red,False,Lightweight,MALE,3,2,0,0,10.5,0.35,1.5,0.5,0.25,0,2,5,0,0,0,0,0,0,0,0,Southpaw,172.72,167.64,155,1,0,0,57.0,0.39,0.0,2.25,0.4525,3,1,12,1,0,0,3,0,0,0,3,Southpaw,180.34,177.8,155,27,32,-1,0,-3,-3,-1,-7,-1,0,0,-7.62,-10.16,-5,-46.5,1.5,-1.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,3:41,521,-120,677,,,,,Dublin,Leinster,Ireland
3405,Brad Pickett,Ian McCall,149,-159,149.0,62.89308176,2014-07-19,Blue,False,Flyweight,MALE,3,0,1,0,62.5,0.4,0.0,1.75,0.245,1,3,12,0,0,0,1,0,0,0,1,Orthodox,165.1,162.56,125,0,1,0,37.28571429,0.311428571,0.285714286,1.857142857,0.41,2,3,15,0,0,1,1,1,1,0,4,Orthodox,167.64,172.72,135,35,30,0,0,-1,-3,0,-3,0,-1,-1,-2.54,-10.16,5,25.21428571,-0.285714286,-0.107142857,0,3,10,,,,,,,,,,,,10,,,,,,,,,,,,,3,,Blue,U-DEC,,3,5:00,900,220,125,,,,,Dublin,Leinster,Ireland
3413,Donald Cerrone,Jim Miller,-240,220,41.66666667,220.0,2014-07-16,Red,False,Lightweight,MALE,5,0,2,0,26.0,0.334705882,1.823529412,1.352941176,0.492352941,7,4,39,0,0,0,5,2,6,0,13,Southpaw,172.72,180.34,155,0,3,0,40.76923077,0.475384615,0.384615385,0.846153846,0.319230769,4,3,25,0,0,0,3,3,4,0,10,Orthodox,185.42,185.42,155,31,30,0,-1,3,3,-1,14,0,-1,2,-12.7,-5.08,1,-14.76923077,1.438914027,0.50678733,0,7,6,,,,,,,,,6,,,,,,,,,,,,,7,,,,,Red,KO/TKO,Kick,2,3:31,511,265,685,280,500,289,700,Atlantic City,New Jersey,USA
3414,Edson Barboza,Evan Dunham,-320,260,31.25,260.0,2014-07-16,Red,False,Lightweight,MALE,3,2,0,0,58.41666667,0.373333333,1.0,1.333333333,0.35,4,5,30,0,0,3,1,1,1,1,7,Southpaw,177.8,177.8,155,1,0,0,38.66666667,0.463333333,0.111111111,0.444444444,0.222222222,4,2,20,0,1,1,1,4,0,0,7,Orthodox,180.34,190.5,155,28,32,-1,0,0,0,-3,10,0,-2,1,-2.54,-12.7,-4,19.75,0.888888889,0.888888889,0,,13,,,,,,,,,13,,,,,,,,,,,,,,,,,,Red,KO/TKO,Kick,1,3:06,186,175,523,589,1200,180,665,Atlantic City,New Jersey,USA
3415,Rick Story,Leonardo Mafra,-300,270,33.33333333,270.0,2014-07-16,Red,False,Welterweight,MALE,3,1,0,0,33.0,0.4,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,1,0,0,42.26666667,0.402,0.866666667,2.333333333,0.564666667,6,6,39,0,0,2,4,2,1,0,9,Southpaw,175.26,180.34,170,29,25,0,0,-6,-9,5,-36,0,-2,-1,2.54,-2.54,4,-9.26666667,0.133333333,-2.333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,2,2:12,432,155,549,600,1378,160,550,Atlantic City,New Jersey,USA
3416,Justin Salas,Joe Proctor,-135,125,74.07407407,125.0,2014-07-16,Blue,False,Lightweight,MALE,3,0,1,0,32.66666667,0.343333333,1.666666667,0.0,0.0,1,1,7,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,155,0,1,0,26.6,0.488,0.0,1.4,0.118,1,2,9,0,0,1,1,1,0,0,3,Southpaw,172.72,177.8,155,32,28,0,0,0,-1,1,-2,0,0,0,5.08,5.08,4,6.06666667,1.666666667,-1.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,3:27,507,170,290,1095,485,370,718,Atlantic City,New Jersey,USA
3417,John Lineker,Alptekin Ozkilic,-345,315,28.98550725,315.0,2014-07-16,Red,False,Flyweight,MALE,3,1,0,0,43.5,0.27,0.0,6.0,0.82,1,1,6,0,0,1,0,0,0,0,1,Orthodox,165.1,165.1,125,1,0,0,48.16666667,0.426666667,0.333333333,0.333333333,0.166666667,4,2,13,0,0,0,1,3,0,0,4,Orthodox,160.02,170.18,135,24,28,0,0,-3,-3,1,-7,0,-3,0,5.08,-5.08,-4,-4.66666667,-0.333333333,5.666666667,0,,7,,,,,,,,,,,,7,,,,,,,,,,,,,,,Red,KO/TKO,Punch,3,4:51,891,140,433,1422,1120,100,905,Atlantic City,New Jersey,USA
3419,Gleison Tibau,Pat Healy,-165,155,60.60606061,155.0,2014-07-16,Red,False,Lightweight,MALE,3,5,0,0,40.2,0.38,0.4,1.8,0.214,0,5,13,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,155,1,0,0,21.61904762,0.351904762,0.761904762,3.380952381,0.538571429,3,8,52,0,0,3,5,1,4,0,13,Southpaw,177.8,180.34,155,30,30,-4,0,-3,-13,3,-39,0,-1,-4,5.08,7.62,0,18.58095238,-0.361904762,-1.580952381,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,130,200,550,1150,525,700,Atlantic City,New Jersey,USA
3420,Jessamyn Duke,Leslie Smith,120,-130,120.0,76.92307692,2014-07-16,Blue,False,Women's Bantamweight,FEMALE,3,1,0,0,79.0,0.32,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,167.64,135,1,0,0,88.5,0.535,1.5,1.0,0.33,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,135,28,31,0,0,-1,-1,0,-3,0,0,0,-5.08,-17.78,-3,-9.5,-1.5,-1.0,0,,14,,,,14,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,2:24,144,215,155,635,1170,1055,485,Atlantic City,New Jersey,USA
3421,Hugo Viana,Aljamain Sterling,230,-250,230.0,40.0,2014-07-16,Blue,False,Bantamweight,MALE,3,0,1,0,46.0,0.51,3.0,3.0,0.6,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,180.34,135,0,1,0,44.25,0.4175,0.0,0.0,0.0,2,1,8,0,0,1,1,1,0,0,3,Orthodox,167.64,170.18,135,31,24,0,0,-1,-2,1,-5,0,-1,0,2.54,10.16,7,1.75,3.0,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,3:50,830,295,140,1480,405,500,405,Atlantic City,New Jersey,USA
3422,Yosdenis Cedeno,Jerrod Sanders,170,-185,170.0,54.05405405,2014-07-16,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,135,1,0,0,26.0,0.31,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,155,29,34,1,0,0,0,1,-3,0,0,0,0.0,7.62,-5,-26.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,1,5:00,300,243,170,1450,380,605,630,Atlantic City,New Jersey,USA
3423,Claudia Gadelha,Tina Lahdemaki,-560,475,17.85714286,475.0,2014-07-16,Red,False,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,157.48,115,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,115,25,26,0,0,0,0,0,0,0,0,0,-5.08,-2.54,-1,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,114,436,245,1500,425,2025,Atlantic City,New Jersey,USA
3418,Lucas Martins,Alex White,155,-175,155.0,57.14285714,2014-07-16,Red,False,Featherweight,MALE,3,0,1,0,20.0,0.66,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,182.88,180.34,155,0,2,0,20.33333333,0.41,0.333333333,0.0,0.0,2,1,5,0,0,0,0,1,1,0,2,Southpaw,182.88,182.88,145,25,25,0,-1,-1,-1,1,-4,0,0,-1,0.0,-2.54,0,-0.33333333,-0.333333333,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,2:08,728,540,370,842,330,320,170,Atlantic City,New Jersey,USA
3429,Jesse Ronson,Kevin Lee,200,-220,200.0,45.45454545,2014-07-06,Blue,False,Lightweight,MALE,3,1,0,0,39.0,0.27,2.0,1.0,0.12,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,195.58,170,2,0,0,45.5,0.47,0.0,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,155,28,21,1,0,0,0,1,-3,0,0,0,-2.54,12.7,7,-6.5,2.0,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,280,140,,,,,Las Vegas,Nevada,USA
3433,Sarah Moras,Alexis Dufresne,210,-230,210.0,43.47826087,2014-07-06,Red,False,Catch Weight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,26,23,0,0,0,0,0,0,0,0,0,5.08,2.54,3,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,241,328,,,,,Las Vegas,Nevada,USA
3432,Patrick Walsh,Daniel Spohn,210,-230,210.0,43.47826087,2014-07-06,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,200.66,205,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,180.34,185,25,29,0,0,0,0,0,0,0,0,0,12.7,20.32,-4,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,353,297,,,,,Las Vegas,Nevada,USA
3431,Adriano Martins,Juan Puig,-420,375,23.80952381,375.0,2014-07-06,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,1,0,0,14.5,0.58,0.5,0.5,0.5,1,1,3,0,0,0,0,0,1,0,1,Southpaw,177.8,182.88,155,31,25,1,0,-1,-1,1,-3,0,0,-1,-2.54,0.0,6,-14.5,-0.5,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,170,580,,,,,Las Vegas,Nevada,USA
